Date,User,Message
2026-01-14 16:40:10,"Ammad (Korea)","Photo"
2026-01-14 16:40:23,"Ammad (Korea)","Photo"
2026-01-14 16:40:52,"Ammad (Korea)","Photo"
2026-01-14 16:49:39,"Tan","Photo"
2026-01-14 16:49:56,"Tan","@Sammo | ثمرہ | 삼라  please check this one"
2026-01-14 16:50:43,"Tan","I rotate the image and svg already but it not overlay like i see in my file"
2026-01-14 16:51:31,"Tan","Photo"
2026-01-14 16:51:43,"Tan","This one also have image in folder but not show"
2026-01-14 16:51:50,"Tan","Please check"
2026-01-14 16:52:51,"광협 KwangHyeop","Photo"
2026-01-14 16:53:30,"광협 KwangHyeop","Drilling finished like above.
We verified all positions are aligned with Fairino robot's hole."
2026-01-14 16:53:42,"Shoaib","Thank you."
2026-01-14 17:29:37,"Samrah | 삼라","Okay"
2026-01-14 18:25:22,"Shoaib","@Ammad (Korea) 
@Kor Muazzam 
@Kor Hieu 
@Kor Tugii 

Please make a shared excel file.

It should contain the list of all the 3D printed parts we are using.
It should mention eqch individual part.

Also write how many spares you have for that part in factory."
2026-01-14 18:26:04,"Shoaib","@이명근 
Can you 3D print the rubber pad plate (under the metallic mesh)

@Kor Muazzam 
Please send him a picture for that.

Let's take it tomorrow morning if possible."
2026-01-14 18:33:00,"이명근","This one?"
2026-01-14 18:33:01,"이명근","Photo"
2026-01-14 18:33:18,"이명근","Or is it just the mash?"
2026-01-14 18:33:19,"Kor Muazzam","Photo"
2026-01-14 18:33:33,"Kor Muazzam","yes, its base "
2026-01-14 18:33:56,"이명근","Thank you for sending me the picture. I understand."
2026-01-14 18:40:49,"Shoaib","@광협 KwangHyeop 
Can you maintain a list of each component we are using?
Please include the serial number if possible.
Also mention the table on which that specific item is being used.

Please place this file in shared OneDrive.

If possible, add the life of that component as well.

We will use this file to keep a history of any replacements made and to perform preventive maintenance.
The same file can also be used to audit all the equipment installed.

Based on that file, we will maintain the required spare parts as well."
2026-01-14 18:42:15,"Tan","@Ammad (Korea) please register Bk3-21a before leaving"
2026-01-14 18:46:03,"Shoaib","@이명근 
Once you get this file
Please go through each item and plan ahead for the items that we need to 3D print as spare parts.

Each 3D printed item should have atleast 1, and at best 2 spare parts available. For more fragile items which might need frequent replacement, let keep atleast 3 and at best 5 spare parts."
2026-01-14 18:46:59,"Shoaib","@Tan 
What is the progress on the test bench for screw/rubber robots?"
2026-01-14 18:47:55,"Shoaib","@Kor Muazzam  @Ammad (Korea) 
What is the status of installation of Fairino, the gripper, wiring and related tasks for the screw robot?

Until when we can complete that?"
2026-01-14 18:48:17,"Tan","Today i am working on screw validation testbench, i am getting data from Haider and testing on it first"
2026-01-14 18:48:32,"Tan","I will show you when it completed"
2026-01-14 18:48:32,"이명근","Do I need to print one base? @Shoaib "
2026-01-14 18:49:32,"Shoaib","We need to take the base tomorrow.
If possible, you can print 2. Otherwise, just 1."
2026-01-14 18:50:12,"이명근","okay"
2026-01-14 18:53:49,"이명근","Let's start each one now."
2026-01-14 18:57:32,"Shoaib","Okay 👍 "
2026-01-14 19:15:35,"이명근","I am currently using both 3D printers 1 and 2 to print the base.
If there are people returning to the lab from Everind, I would appreciate it if you could remove the printed materials. If you remove it, I will start it again at 10 o'clock. "
2026-01-14 19:21:38,"Kor Sir Saad New","Photo"
2026-01-14 19:22:05,"이명근","Isn't that a different version? "
2026-01-14 19:22:09,"Kor Sir Saad New","@이명근 we have a one printed base in the lab already. Excluding the locks."
2026-01-14 19:22:38,"이명근","It doesn't matter if you use that, but... "
2026-01-14 19:22:38,"Kor Sir Saad New","I am not sure. This seems to have all the latest changes I requested last time."
2026-01-14 19:23:56,"Kor Sir Saad New","I think this cannot be used.
You placed the hinge holders in a way that prevent hinges from being inserted."
2026-01-14 19:24:49,"이명근","Then I will print it as is. "
2026-01-14 19:46:56,"Shoaib","Tentative schedule for tomorrow

Morning (0800 - 1800)
- @광협 KwangHyeop
--- Prepare equipment detail list
--- Prepare samples which they plan to run on Friday
- @Kor Muazzam / @Ammad (Korea) 
--- Finish any remaining wiring. 
--- Make everything neat and properly organized for demo.
--- Prepare list of 3D printed items and their spare details.
--- Sort all our equipment in Everint. Keep essential items. Pack items that are no longer required so they can be brought back.

Evening Shift
- @Shoaib 
- @Kor Hieu 
- @Kor Tugii 
- @Shams 
- @Vision Team member"
2026-01-14 19:47:10,"Shoaib","I will confirm the schedule again at 10PM."
2026-01-14 20:28:28,"Ammad (Korea)","Fr3 installation completed.
Mauzam was setting it basic configuration. Ip change, user coordinate setting. The motion for lb screwdriver fr3 robot is also different i-e due angle of robot only y and z. Diagonal motion is not available like lb rubber fr3. So, he will need to added new feature in his code
Wiring of jrt gripper completed and tested.
Gripper wire routing under way.
Next step is prepare gripper fingers. "
2026-01-14 20:29:06,"Ammad (Korea)","Okay"
2026-01-14 20:52:49,"Shoaib","Thank you 👍 "
2026-01-14 22:16:47,"Shoaib","@Kor Hieu 
The springs are working fine for screw driver robot?
Or they need to be replaced?"
2026-01-14 22:24:38,"Kor Hieu","Yes, it is working fine"
2026-01-14 22:28:01,"Professor | 김형원","Please send me a video of both Screw robot & RubberFoot robot working."
2026-01-14 22:39:25,"Shoaib","@Korea Rizwan 
Can you make a summary for vision model integration status. I will send you example file that you can use."
2026-01-14 22:39:26,"Shoaib","Photo"
,"","The message has been deleted."
2026-01-14 22:39:52,"Shoaib","File: Vision_Model_Validation_Template.xlsx"
2026-01-14 22:42:10,"이명근","Is there anyone in the lab? I was hoping you could remove the print... "
2026-01-14 22:45:26,"Shoaib","@광협 KwangHyeop 

I have created task on Asana with multiple sub tasks.
Please check them. 

The task is to prepare the complete handover documentation for Everint, including system operation procedures, maintenance guidelines, installed equipment lists (with serial numbers and locations), vision system details (cameras, mounting, lighting), and overall system overview.

The goal is to ensure Everint can operate, maintain, and support the systems independently after handover.

You can work on this whenever you have time, and you can take help/details from other members. "
2026-01-14 22:48:27,"Shoaib","Please check your assigned tasks and share the update."
2026-01-14 22:48:28,"Shoaib","Photo"
2026-01-14 22:55:07,"Tung","I'm still in the lab now"
2026-01-14 22:57:02,"Kor Hieu","Professor, the robot teaching is not complete. We finished installing robot, gripper and wiring them just a while ago.
We are doing robot teaching at the moment and we will share the video once the robot teaching is complete."
2026-01-14 22:57:49,"이명근","Then can you remove the printer from the 3D printer behind the white board?"
2026-01-14 22:58:35,"Kor Hieu","Video"
2026-01-14 22:58:47,"Kor Hieu","This video is with pressing arm which is optimized movements with move XB"
2026-01-14 22:59:59,"이명근","Tung, 프린트물을 다 빼면 말해주세요."
2026-01-14 23:00:15,"Korea Rizwan","Okay I will add in this document "
2026-01-14 23:00:17,"Tung","Yes, I did for both 3D printers. I put the 2 printings on the shelf next to them"
2026-01-14 23:00:18,"이명근","Photo"
2026-01-14 23:00:35,"이명근","It should look like this. "
2026-01-14 23:01:05,"이명근","Photo"
2026-01-14 23:02:07,"이명근","Please check with your eyes or touch to see if the blue bed overlaps with the red marking. It is not clearly visible with 3D printer CCTV. "
2026-01-14 23:02:14,"이명근","Thank you"
2026-01-14 23:03:26,"Shoaib","Request for today
- Confirm robot teaching for both robot systems (screw, rubber) @Kor Hieu  @Kor Tugii 

Requests for tomorrow
- Confirm cycle time for both systems (screw, rubber) @Kor Hieu  @Kor Tugii  ( @Kor Sir Saad New  Please take a look once complete)
- Confirm the vision integration status ( @Korea Rizwan  ) ( @Odil  Please also check the status)
- Invetory Lists 
- - @광협 KwangHyeop  Equipment List
- - @Kor Muazzam  3D parts list"
2026-01-14 23:06:08,"Shoaib","@광협 KwangHyeop 
Please also make a list of all the equipment that needs to be installed and is pending delivery. (such as safety cover etc)

You are the responsible person to collect all deliverables and notify the person who should install it.

Please maintain a list in shared file, of what has been ordered and what is expected delivery date."
2026-01-14 23:06:18,"이명근","Tung, remove the straps from the second print. @Tung "
2026-01-14 23:06:20,"이명근","Photo"
2026-01-14 23:07:58,"광협 KwangHyeop","@Shoaib
For the safety fences, this can be the answer for your request"
2026-01-14 23:11:36,"Shoaib","I understand. But it is very difficult to keep tracks of each deliverable item individually. So I request you to maintain the list of delivery pending items using one file so we can quickly identify the pending parts and delivered parts.

That will be very helpful."
2026-01-14 23:11:53,"Kor Hieu","There is new output from dr Rizwan’s model in the new PR, I need to integrate it to both vision and robot framework, Dr Rizwan also said this will be final output format."
2026-01-14 23:12:57,"Shoaib","Here is your priority

1. Complete robot teaching
2. Complete running full cycle
3. Integrate vision model
4. Achieve cycle time."
2026-01-14 23:14:34,"Shoaib","@Saidjalol 
Please make one excel file containing the status of all pending GUI related tasks and issues regarding Everint. 
Please share it with me tomorrow. 
That will help me identify the critical issues."
2026-01-14 23:16:41,"Shoaib","@Kor Sir Saad New  @Odil 

Can you provide us a list of targets we must achieve to pass Everint project?

We will try to meet those targets until Friday."
2026-01-14 23:18:51,"Korea Rizwan","Today: 
- I added the new changes after testing and getting the feedback from Hieu 
- the rubber foot additional verification is added to check the previous rubber foot before attaching the next rubber foot 
- we have rescan logic for the screw and rubber foot if we fail to detect in first attempt this additional logic needs an additional key during rescan so it has been added 
- today Hieu tested screw and rubber foot position attached by capturing some new dataset "
2026-01-14 23:20:25,"Korea Rizwan","- I expect to get more dataset tomorrow so I can test more to verify my changes (for the current robot capturing scenario) "
2026-01-14 23:21:36,"Shoaib","Thank you Dr Rizwan. "
2026-01-14 23:22:24,"Shoaib","Can you also prepare this summary file tomorrow?
That will be very helpful for all of us to understand the overall status of all the vision models. "
2026-01-14 23:22:25,"Korea Rizwan","Tomorrow shams will go in morning and I will go in evening if required "
2026-01-14 23:22:54,"Kor Tugii","Video"
2026-01-14 23:23:06,"Korea Rizwan","Once the setup is competed then we will validate all these steps "
2026-01-14 23:23:22,"Korea Rizwan","And send you the complete summary "
2026-01-14 23:23:35,"Shoaib","Okay. What is missing in the setup?"
2026-01-14 23:23:42,"Korea Rizwan","dataset "
2026-01-14 23:23:43,"Kor Tugii","This is the one cycle video of the rubber foot robot. "
2026-01-14 23:23:49,"Korea Rizwan","We need a lot of dataset "
2026-01-14 23:24:02,"Shoaib","Shams does not need to go in the morning.

Tugi and Hieu are expected to work late, maybe until 3AM. So they cannot go to factory early.
So I put Shams in evening shift. 

Hieu and tugi will stay overnight.
I will go for evening shift with Shams and you. "
2026-01-14 23:24:29,"Shoaib","Okay. 

Once the robot teaching is complete, then they can run smoothly and capture as many products as you need. "
2026-01-14 23:24:59,"Korea Rizwan","Okay that’s better "
2026-01-14 23:25:12,"Korea Rizwan","Thank you "
2026-01-14 23:25:13,"Shoaib","This is the final schedule for tomorrow. "
2026-01-14 23:26:33,"Shoaib","You're welcome.
While we work on capturing dataset, can you summarize the integration status of vision models. 

I want to know the status during integration, so we can assign appropriate time to the model integration according to the status."
2026-01-14 23:28:09,"Korea Rizwan","Okay I will send you the summary of all steps we done until now "
2026-01-14 23:28:20,"Korea Rizwan","tomorrow "
2026-01-14 23:28:42,"Shoaib","Thank you so much. That will help a lot."
